file,date,latitude,longitude,ocean,profiler_code,institution_code,date_update,wmo,cyc,institution,dac,profiler,Month,Region
argo_000306.nc,2020-11-02,-6.440477360422307,97.12695457059422,A,687520,IFREMER,2020-11-02,328584,18,"AOML, USA",CSIRO,SOLO float,November,Pacific Ocean
argo_000307.nc,2020-11-03,-19.00782925881901,104.13824664558335,I,901849,AOML,2020-11-03,518632,34,"CSIRO, Australia",CSIRO,ARVOR float,November,Indian Ocean
argo_000308.nc,2020-11-04,11.687102659965738,67.15601540342448,I,780089,IFREMER,2020-11-04,232886,89,"CSIRO, Australia",IFREMER,SOLO float,November,Atlantic Ocean
argo_000309.nc,2020-11-05,-22.395903667965175,105.18600909972098,A,212492,IFREMER,2020-11-05,178537,45,"CSIRO, Australia",CSIRO,APEX float,November,Atlantic Ocean
argo_000310.nc,2020-11-06,-11.466857654133655,46.40918771077401,P,130099,IFREMER,2020-11-06,936690,6,"AOML, USA",AOML,ARVOR float,November,Atlantic Ocean
argo_000311.nc,2020-11-07,-34.900335212752715,111.58533248484221,A,853494,IFREMER,2020-11-07,771868,21,"IFREMER, France",AOML,ARVOR float,November,Indian Ocean
argo_000312.nc,2020-11-08,-38.35220167799526,83.8073900922989,I,523177,JAMSTEC,2020-11-08,185166,70,"AOML, USA",JAMSTEC,SOLO float,November,Indian Ocean
argo_000313.nc,2020-11-09,22.572146954065126,105.3838215969995,A,742762,AOML,2020-11-09,834276,96,"IFREMER, France",AOML,ARVOR float,November,Pacific Ocean
argo_000314.nc,2020-11-10,14.338707833293377,76.18546276146401,A,371400,AOML,2020-11-10,475854,48,"CSIRO, Australia",IFREMER,ARVOR float,November,Pacific Ocean
argo_000315.nc,2020-11-11,5.238323396090365,91.48621561572199,I,579336,AOML,2020-11-11,397843,39,"JAMSTEC, Japan",CSIRO,ARVOR float,November,Pacific Ocean
argo_000316.nc,2020-11-12,-13.418058613072457,82.11221287488905,A,867876,IFREMER,2020-11-12,408479,31,"IFREMER, France",CSIRO,Teledyne Webb Research float,November,Pacific Ocean
argo_000317.nc,2020-11-13,-28.735869195395026,98.52716174042655,A,658969,JAMSTEC,2020-11-13,933238,10,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,November,Pacific Ocean
argo_000318.nc,2020-11-14,-29.831592226379406,46.53039856244717,P,191328,IFREMER,2020-11-14,964285,30,"CSIRO, Australia",AOML,ARVOR float,November,Indian Ocean
argo_000319.nc,2020-11-15,-23.734211619301302,44.828166719245104,P,842800,IFREMER,2020-11-15,819128,18,"IFREMER, France",CSIRO,Teledyne Webb Research float,November,Indian Ocean
argo_000320.nc,2020-11-16,-4.300266794102171,59.768258720811716,I,405505,AOML,2020-11-16,397883,60,"JAMSTEC, Japan",JAMSTEC,APEX float,November,Atlantic Ocean
argo_000321.nc,2020-11-17,6.448734975504053,52.76357440905507,I,557719,IFREMER,2020-11-17,659073,88,"CSIRO, Australia",JAMSTEC,ARVOR float,November,Atlantic Ocean
argo_000322.nc,2020-11-18,2.9128294866525337,109.74268532737614,I,134540,CSIRO,2020-11-18,263052,73,"IFREMER, France",JAMSTEC,APEX float,November,Atlantic Ocean
argo_000323.nc,2020-11-19,-21.804296698513717,57.53711898864354,P,257608,IFREMER,2020-11-19,856079,95,"JAMSTEC, Japan",AOML,SOLO float,November,Atlantic Ocean
argo_000324.nc,2020-11-20,22.066243243107614,118.0692204655305,I,184700,CSIRO,2020-11-20,587918,15,"JAMSTEC, Japan",CSIRO,APEX float,November,Indian Ocean
argo_000325.nc,2020-11-21,7.963299585224952,66.95166334168854,I,440676,IFREMER,2020-11-21,971448,4,"CSIRO, Australia",AOML,SOLO float,November,Indian Ocean
argo_000326.nc,2020-11-22,-3.9669865867589564,54.569433255095944,I,811935,JAMSTEC,2020-11-22,494825,63,"AOML, USA",CSIRO,ARVOR float,November,Indian Ocean
argo_000327.nc,2020-11-23,-0.23815149476710218,103.17588057139832,P,489770,JAMSTEC,2020-11-23,166253,40,"AOML, USA",IFREMER,SOLO float,November,Pacific Ocean
argo_000328.nc,2020-11-24,-12.725995942193656,92.69662204007008,A,496087,AOML,2020-11-24,578697,9,"CSIRO, Australia",IFREMER,SOLO float,November,Pacific Ocean
argo_000329.nc,2020-11-25,-23.897485682424765,79.85565731625113,I,146002,IFREMER,2020-11-25,715416,9,"JAMSTEC, Japan",AOML,APEX float,November,Atlantic Ocean
argo_000330.nc,2020-11-26,-16.861775887667996,84.42908407501051,A,149812,CSIRO,2020-11-26,261081,26,"CSIRO, Australia",JAMSTEC,APEX float,November,Pacific Ocean
argo_000331.nc,2020-11-27,9.259997180183994,97.53614226178111,I,515842,CSIRO,2020-11-27,735254,4,"IFREMER, France",AOML,APEX float,November,Indian Ocean
argo_000332.nc,2020-11-28,-39.06442323906587,58.2763793065039,A,815339,IFREMER,2020-11-28,237854,81,"AOML, USA",JAMSTEC,ARVOR float,November,Atlantic Ocean
argo_000333.nc,2020-11-29,-32.45527836705045,119.70671328453935,P,357906,CSIRO,2020-11-29,723640,16,"IFREMER, France",CSIRO,ARVOR float,November,Atlantic Ocean
argo_000334.nc,2020-11-30,-37.00982826858607,117.98345297174265,P,208946,JAMSTEC,2020-11-30,519149,15,"CSIRO, Australia",JAMSTEC,APEX float,November,Pacific Ocean
argo_000335.nc,2020-12-01,-37.35262784926694,92.02605490775495,I,166668,CSIRO,2020-12-01,963586,99,"CSIRO, Australia",JAMSTEC,ARVOR float,December,Atlantic Ocean
argo_000336.nc,2020-12-02,15.604937960715468,55.96339607433161,A,199003,AOML,2020-12-02,763667,52,"JAMSTEC, Japan",CSIRO,ARVOR float,December,Pacific Ocean
argo_000337.nc,2020-12-03,5.737760859701538,94.41825939450331,P,835430,JAMSTEC,2020-12-03,847567,69,"JAMSTEC, Japan",IFREMER,SOLO float,December,Pacific Ocean
argo_000338.nc,2020-12-04,-9.178701109323864,45.77587271833407,I,320462,JAMSTEC,2020-12-04,861569,5,"JAMSTEC, Japan",CSIRO,SOLO float,December,Atlantic Ocean
argo_000339.nc,2020-12-05,-33.6407795576849,42.45220017646449,I,929430,JAMSTEC,2020-12-05,732585,20,"IFREMER, France",AOML,APEX float,December,Pacific Ocean
argo_000340.nc,2020-12-06,-8.044968117405897,60.6146310808971,P,819174,IFREMER,2020-12-06,831234,79,"JAMSTEC, Japan",AOML,ARVOR float,December,Pacific Ocean
argo_000341.nc,2020-12-07,-9.22433489926323,77.00983653914531,P,728889,IFREMER,2020-12-07,662634,18,"CSIRO, Australia",AOML,SOLO float,December,Pacific Ocean
argo_000342.nc,2020-12-08,-28.74187845584901,109.46180043267044,I,369956,JAMSTEC,2020-12-08,212138,2,"JAMSTEC, Japan",AOML,Teledyne Webb Research float,December,Pacific Ocean
argo_000343.nc,2020-12-09,-11.799642799531753,98.17352558130465,A,161844,IFREMER,2020-12-09,412916,93,"AOML, USA",AOML,ARVOR float,December,Atlantic Ocean
argo_000344.nc,2020-12-10,-14.097192264170726,99.41652169599848,A,825453,CSIRO,2020-12-10,140149,13,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,December,Indian Ocean
argo_000345.nc,2020-12-11,0.030256373394067282,74.03946675584604,A,495395,IFREMER,2020-12-11,448844,4,"IFREMER, France",IFREMER,APEX float,December,Indian Ocean
argo_000346.nc,2020-12-12,1.2810873063968486,67.67479940375704,I,799158,IFREMER,2020-12-12,782886,42,"AOML, USA",JAMSTEC,ARVOR float,December,Pacific Ocean
argo_000347.nc,2020-12-13,-37.055239364817105,69.68310103876821,P,174601,JAMSTEC,2020-12-13,983190,74,"AOML, USA",AOML,APEX float,December,Pacific Ocean
argo_000348.nc,2020-12-14,-15.65018004927937,119.01196509888463,I,410001,AOML,2020-12-14,578928,61,"AOML, USA",CSIRO,APEX float,December,Pacific Ocean
argo_000349.nc,2020-12-15,0.6808945214253654,43.2087353129986,P,487699,AOML,2020-12-15,228447,95,"IFREMER, France",AOML,APEX float,December,Indian Ocean
argo_000350.nc,2020-12-16,-7.296143192294302,109.36251968979589,A,594700,AOML,2020-12-16,561693,8,"CSIRO, Australia",IFREMER,APEX float,December,Pacific Ocean
argo_000351.nc,2020-12-17,15.671839677240946,86.29403268579148,A,382844,CSIRO,2020-12-17,105695,67,"JAMSTEC, Japan",AOML,APEX float,December,Atlantic Ocean
argo_000352.nc,2020-12-18,2.8150860552314256,75.08923353516724,P,882215,IFREMER,2020-12-18,663457,63,"AOML, USA",IFREMER,ARVOR float,December,Atlantic Ocean
argo_000353.nc,2020-12-19,-29.40926223970707,98.02061283321092,P,532680,AOML,2020-12-19,934379,9,"AOML, USA",JAMSTEC,Teledyne Webb Research float,December,Atlantic Ocean
argo_000354.nc,2020-12-20,-35.41303141897206,78.93351531397623,I,273423,JAMSTEC,2020-12-20,278296,94,"AOML, USA",JAMSTEC,ARVOR float,December,Indian Ocean
argo_000355.nc,2020-12-21,1.757253083410518,109.87385904653284,A,193330,AOML,2020-12-21,932297,11,"CSIRO, Australia",JAMSTEC,ARVOR float,December,Pacific Ocean
argo_000356.nc,2020-12-22,-38.27676481479458,112.05614912090068,I,325391,AOML,2020-12-22,780913,99,"CSIRO, Australia",IFREMER,ARVOR float,December,Pacific Ocean
argo_000357.nc,2020-12-23,-1.9245872172248824,73.73767414987643,I,313606,IFREMER,2020-12-23,466645,42,"IFREMER, France",AOML,SOLO float,December,Pacific Ocean
argo_000358.nc,2020-12-24,21.114965692622242,62.14622377880413,I,507085,IFREMER,2020-12-24,422554,13,"CSIRO, Australia",AOML,SOLO float,December,Indian Ocean
argo_000359.nc,2020-12-25,-2.594178438067871,87.38802628746897,A,291387,IFREMER,2020-12-25,465898,36,"JAMSTEC, Japan",CSIRO,ARVOR float,December,Indian Ocean
argo_000360.nc,2020-12-26,-14.768954796576075,112.98906764933528,I,341133,CSIRO,2020-12-26,453039,13,"IFREMER, France",IFREMER,Teledyne Webb Research float,December,Indian Ocean
argo_000361.nc,2020-12-27,1.8137341987529538,56.85297512045332,I,586904,CSIRO,2020-12-27,810386,12,"IFREMER, France",CSIRO,ARVOR float,December,Indian Ocean
argo_000362.nc,2020-12-28,-10.21356211805142,89.83732668507862,I,514170,AOML,2020-12-28,412849,37,"JAMSTEC, Japan",JAMSTEC,APEX float,December,Atlantic Ocean
argo_000363.nc,2020-12-29,-4.534908694464228,90.52481760740164,I,786915,IFREMER,2020-12-29,292994,74,"JAMSTEC, Japan",AOML,SOLO float,December,Indian Ocean
argo_000364.nc,2020-12-30,21.195212570474133,98.64904179322248,I,425497,AOML,2020-12-30,477844,73,"JAMSTEC, Japan",IFREMER,SOLO float,December,Indian Ocean
argo_000365.nc,2020-12-31,-14.903328542949673,50.525414810180784,I,575406,JAMSTEC,2020-12-31,960346,52,"IFREMER, France",CSIRO,ARVOR float,December,Indian Ocean
argo_000366.nc,2021-01-01,22.477386648554422,97.26599717456708,A,538242,JAMSTEC,2021-01-01,101881,71,"IFREMER, France",CSIRO,ARVOR float,January,Pacific Ocean
argo_000367.nc,2021-01-02,18.84779172714414,112.72260165325127,I,462916,IFREMER,2021-01-02,409509,2,"IFREMER, France",CSIRO,Teledyne Webb Research float,January,Pacific Ocean
argo_000368.nc,2021-01-03,-27.273576238695732,54.37464870961936,P,278048,IFREMER,2021-01-03,621144,56,"JAMSTEC, Japan",AOML,Teledyne Webb Research float,January,Pacific Ocean
argo_000369.nc,2021-01-04,-35.491515443114245,59.00346599391021,I,453646,JAMSTEC,2021-01-04,179211,60,"JAMSTEC, Japan",AOML,APEX float,January,Atlantic Ocean
argo_000370.nc,2021-01-05,-33.449429910467266,117.71160752333117,I,476087,IFREMER,2021-01-05,256078,23,"AOML, USA",AOML,ARVOR float,January,Atlantic Ocean
argo_000371.nc,2021-01-06,-38.815581332649266,54.47815621675918,A,471994,CSIRO,2021-01-06,403342,40,"CSIRO, Australia",IFREMER,ARVOR float,January,Indian Ocean
argo_000372.nc,2021-01-07,-33.861207550864656,108.35080746956633,A,669383,CSIRO,2021-01-07,987081,64,"AOML, USA",AOML,ARVOR float,January,Pacific Ocean
argo_000373.nc,2021-01-08,4.3954402720631975,79.38222851584278,P,245342,IFREMER,2021-01-08,525659,85,"JAMSTEC, Japan",IFREMER,SOLO float,January,Atlantic Ocean
argo_000374.nc,2021-01-09,-35.372737850085116,59.778485952254165,P,786268,JAMSTEC,2021-01-09,327203,23,"IFREMER, France",CSIRO,APEX float,January,Pacific Ocean
argo_000375.nc,2021-01-10,-19.266584030905516,109.65999210180091,A,901955,AOML,2021-01-10,819846,29,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,January,Atlantic Ocean
argo_000376.nc,2021-01-11,14.916895213014548,75.62442040021324,A,162433,IFREMER,2021-01-11,761237,78,"CSIRO, Australia",JAMSTEC,SOLO float,January,Atlantic Ocean
argo_000377.nc,2021-01-12,-38.48732417717132,81.18538831437522,I,644279,IFREMER,2021-01-12,139553,90,"AOML, USA",AOML,SOLO float,January,Indian Ocean
argo_000378.nc,2021-01-13,12.940451368280826,68.73866955198125,A,372919,AOML,2021-01-13,607353,51,"AOML, USA",CSIRO,SOLO float,January,Indian Ocean
argo_000379.nc,2021-01-14,-21.679439639729004,87.4360681147942,P,571017,IFREMER,2021-01-14,498138,69,"IFREMER, France",AOML,SOLO float,January,Atlantic Ocean
argo_000380.nc,2021-01-15,-32.319286204592345,53.08190980680182,I,447139,AOML,2021-01-15,760046,95,"AOML, USA",IFREMER,APEX float,January,Indian Ocean
argo_000381.nc,2021-01-16,5.287915748669789,71.28652293214085,P,247745,JAMSTEC,2021-01-16,132766,89,"AOML, USA",CSIRO,ARVOR float,January,Atlantic Ocean
argo_000382.nc,2021-01-17,0.881285040692461,117.552985786823,I,747096,CSIRO,2021-01-17,918438,31,"JAMSTEC, Japan",AOML,Teledyne Webb Research float,January,Atlantic Ocean
argo_000383.nc,2021-01-18,17.035680879258443,60.6506746160902,A,782416,JAMSTEC,2021-01-18,655710,50,"AOML, USA",CSIRO,Teledyne Webb Research float,January,Pacific Ocean
argo_000384.nc,2021-01-19,7.779617847252574,92.53893316330337,P,237686,CSIRO,2021-01-19,374349,20,"AOML, USA",CSIRO,SOLO float,January,Indian Ocean
argo_000385.nc,2021-01-20,12.22626047501516,66.01520513797558,I,107415,AOML,2021-01-20,579806,55,"AOML, USA",AOML,SOLO float,January,Indian Ocean
argo_000386.nc,2021-01-21,-21.66775278286508,101.87785005492805,I,870326,CSIRO,2021-01-21,254599,81,"IFREMER, France",CSIRO,APEX float,January,Indian Ocean
argo_000387.nc,2021-01-22,-28.466429654318016,50.46989285746798,A,537100,JAMSTEC,2021-01-22,866843,2,"IFREMER, France",CSIRO,SOLO float,January,Pacific Ocean
argo_000388.nc,2021-01-23,8.789958856655794,117.58568360628358,A,878493,CSIRO,2021-01-23,511659,25,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,January,Pacific Ocean
argo_000389.nc,2021-01-24,12.444258052372163,76.30316331069113,A,399188,AOML,2021-01-24,509740,13,"AOML, USA",CSIRO,Teledyne Webb Research float,January,Pacific Ocean
argo_000390.nc,2021-01-25,24.38283423004377,58.88403706771712,P,812509,CSIRO,2021-01-25,478621,92,"IFREMER, France",IFREMER,ARVOR float,January,Indian Ocean
argo_000391.nc,2021-01-26,-13.179851000757278,45.87973978640101,I,268616,IFREMER,2021-01-26,128202,70,"IFREMER, France",CSIRO,ARVOR float,January,Indian Ocean
argo_000392.nc,2021-01-27,-15.818824423469096,53.58063240700326,A,149976,JAMSTEC,2021-01-27,539358,67,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,January,Indian Ocean
argo_000393.nc,2021-01-28,10.466842448229798,81.58191588448142,P,525468,IFREMER,2021-01-28,948124,58,"CSIRO, Australia",CSIRO,Teledyne Webb Research float,January,Pacific Ocean
argo_000394.nc,2021-01-29,-17.84776988355384,66.9602541145029,P,365976,AOML,2021-01-29,837744,99,"AOML, USA",AOML,APEX float,January,Pacific Ocean
argo_000395.nc,2021-01-30,20.499226164231708,106.31066927060876,P,321883,CSIRO,2021-01-30,120855,82,"IFREMER, France",JAMSTEC,APEX float,January,Atlantic Ocean
argo_000396.nc,2021-01-31,15.796828869795768,74.47100189294447,A,311509,IFREMER,2021-01-31,576963,75,"JAMSTEC, Japan",IFREMER,Teledyne Webb Research float,January,Pacific Ocean
argo_000397.nc,2021-02-01,-12.115388220623807,59.89714180701039,A,596965,IFREMER,2021-02-01,815732,84,"JAMSTEC, Japan",JAMSTEC,SOLO float,February,Atlantic Ocean
argo_000398.nc,2021-02-02,8.806619406447332,89.37159892832241,I,920580,CSIRO,2021-02-02,911527,64,"JAMSTEC, Japan",JAMSTEC,ARVOR float,February,Indian Ocean
argo_000399.nc,2021-02-03,9.045286815504355,96.54217735083566,I,863529,CSIRO,2021-02-03,411385,69,"IFREMER, France",JAMSTEC,Teledyne Webb Research float,February,Pacific Ocean
argo_000400.nc,2021-02-04,-33.29694852566438,53.36335263207599,A,618823,JAMSTEC,2021-02-04,727407,83,"AOML, USA",AOML,SOLO float,February,Indian Ocean
argo_000401.nc,2021-02-05,18.665938934171834,53.40953730306541,P,319526,IFREMER,2021-02-05,676291,86,"CSIRO, Australia",AOML,Teledyne Webb Research float,February,Indian Ocean
argo_000402.nc,2021-02-06,-7.1585957908892865,42.933714154683436,P,998662,IFREMER,2021-02-06,561595,59,"AOML, USA",AOML,ARVOR float,February,Indian Ocean
argo_000403.nc,2021-02-07,13.719735297003204,98.91216120525124,P,447220,AOML,2021-02-07,194837,60,"JAMSTEC, Japan",IFREMER,ARVOR float,February,Indian Ocean
argo_000404.nc,2021-02-08,-19.196775933010237,93.10436220974441,I,924834,JAMSTEC,2021-02-08,323068,83,"JAMSTEC, Japan",AOML,APEX float,February,Pacific Ocean
argo_000405.nc,2021-02-09,18.209009852253033,77.9704700599851,P,813087,AOML,2021-02-09,456427,62,"CSIRO, Australia",AOML,APEX float,February,Indian Ocean
argo_000406.nc,2021-02-10,-14.701890882279397,107.53363591753578,I,138578,IFREMER,2021-02-10,223805,16,"AOML, USA",JAMSTEC,APEX float,February,Atlantic Ocean
argo_000407.nc,2021-02-11,-39.295552653780604,104.45361223600426,I,714741,AOML,2021-02-11,980278,88,"JAMSTEC, Japan",AOML,APEX float,February,Pacific Ocean
argo_000408.nc,2021-02-12,18.849828467252138,86.82834915174017,P,515534,IFREMER,2021-02-12,909359,68,"JAMSTEC, Japan",CSIRO,ARVOR float,February,Indian Ocean
argo_000409.nc,2021-02-13,-34.06636600890132,109.4617024410607,P,962147,IFREMER,2021-02-13,215657,15,"AOML, USA",AOML,SOLO float,February,Pacific Ocean
argo_000410.nc,2021-02-14,-19.244613556623033,56.46729680294146,A,308859,AOML,2021-02-14,953062,89,"JAMSTEC, Japan",IFREMER,SOLO float,February,Atlantic Ocean
argo_000411.nc,2021-02-15,21.754027858302322,48.953569551818234,A,211435,AOML,2021-02-15,204428,55,"AOML, USA",IFREMER,SOLO float,February,Indian Ocean
argo_000412.nc,2021-02-16,21.789464550941148,61.57996892135917,P,840389,CSIRO,2021-02-16,222035,35,"JAMSTEC, Japan",CSIRO,Teledyne Webb Research float,February,Atlantic Ocean
argo_000413.nc,2021-02-17,-2.726537271986402,44.56694848714519,I,251538,CSIRO,2021-02-17,545563,55,"AOML, USA",IFREMER,APEX float,February,Indian Ocean
argo_000414.nc,2021-02-18,1.0694187910369521,82.49356224008255,I,982174,CSIRO,2021-02-18,330780,14,"CSIRO, Australia",IFREMER,APEX float,February,Atlantic Ocean
argo_000415.nc,2021-02-19,-10.851041071409213,114.92845538359691,I,145475,IFREMER,2021-02-19,841570,49,"JAMSTEC, Japan",JAMSTEC,ARVOR float,February,Indian Ocean
argo_000416.nc,2021-02-20,-20.941299839625806,43.14748325348077,I,946574,AOML,2021-02-20,169518,83,"CSIRO, Australia",CSIRO,ARVOR float,February,Pacific Ocean
argo_000417.nc,2021-02-21,-18.636804550955464,49.768793120802144,I,840520,JAMSTEC,2021-02-21,276355,7,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,February,Indian Ocean
argo_000418.nc,2021-02-22,3.7136996450074946,76.17592226267482,A,257636,IFREMER,2021-02-22,967758,30,"JAMSTEC, Japan",JAMSTEC,Teledyne Webb Research float,February,Pacific Ocean
argo_000419.nc,2021-02-23,8.904344413449202,114.7100014022324,P,253484,JAMSTEC,2021-02-23,767565,83,"IFREMER, France",AOML,SOLO float,February,Indian Ocean
argo_000420.nc,2021-02-24,11.452637842180152,65.29248839814004,A,193526,AOML,2021-02-24,220243,49,"AOML, USA",CSIRO,ARVOR float,February,Indian Ocean
argo_000421.nc,2021-02-25,11.325179281646001,80.57878469507139,I,151001,IFREMER,2021-02-25,899180,89,"CSIRO, Australia",AOML,APEX float,February,Atlantic Ocean
argo_000422.nc,2021-02-26,-34.071603301835125,43.32582872403137,I,944081,JAMSTEC,2021-02-26,496308,16,"CSIRO, Australia",AOML,SOLO float,February,Atlantic Ocean
argo_000423.nc,2021-02-27,-7.862680194332206,51.86745607696711,I,292029,JAMSTEC,2021-02-27,153311,51,"CSIRO, Australia",JAMSTEC,APEX float,February,Atlantic Ocean
argo_000424.nc,2021-02-28,-36.25868059891812,118.93040983670775,I,528733,CSIRO,2021-02-28,122692,72,"AOML, USA",IFREMER,SOLO float,February,Indian Ocean
argo_000425.nc,2021-03-01,-4.280622648957191,117.20949571488364,P,768516,CSIRO,2021-03-01,749242,82,"IFREMER, France",CSIRO,APEX float,March,Indian Ocean
argo_000426.nc,2021-03-02,-11.300517410730492,40.39519847475277,I,649999,CSIRO,2021-03-02,779222,92,"CSIRO, Australia",IFREMER,Teledyne Webb Research float,March,Indian Ocean
argo_000427.nc,2021-03-03,17.700771879289483,116.14494283385912,P,654394,IFREMER,2021-03-03,492179,80,"AOML, USA",JAMSTEC,SOLO float,March,Pacific Ocean
argo_000428.nc,2021-03-04,-17.190524184114885,91.12959502524004,I,951890,AOML,2021-03-04,321468,83,"JAMSTEC, Japan",JAMSTEC,APEX float,March,Pacific Ocean
argo_000429.nc,2021-03-05,-32.39064393220562,109.43346356160177,P,582488,AOML,2021-03-05,441651,42,"CSIRO, Australia",JAMSTEC,APEX float,March,Indian Ocean
argo_000430.nc,2021-03-06,-30.705540666565668,76.37918845070872,A,492573,CSIRO,2021-03-06,180152,17,"CSIRO, Australia",JAMSTEC,ARVOR float,March,Atlantic Ocean
argo_000431.nc,2021-03-07,9.498191061635694,81.24768228634002,I,317583,CSIRO,2021-03-07,563685,63,"IFREMER, France",JAMSTEC,SOLO float,March,Atlantic Ocean
argo_000432.nc,2021-03-08,0.18417411555697072,79.10772642055362,P,463898,CSIRO,2021-03-08,629214,45,"CSIRO, Australia",JAMSTEC,APEX float,March,Atlantic Ocean
argo_000433.nc,2021-03-09,-33.42702605201863,93.34914060368834,A,238286,JAMSTEC,2021-03-09,103969,77,"CSIRO, Australia",IFREMER,ARVOR float,March,Indian Ocean
argo_000434.nc,2021-03-10,-34.53305760252517,51.17210038050503,I,327189,CSIRO,2021-03-10,135733,7,"JAMSTEC, Japan",AOML,APEX float,March,Atlantic Ocean
argo_000435.nc,2021-03-11,5.562993544842797,42.397887189814234,I,226479,JAMSTEC,2021-03-11,431999,27,"AOML, USA",IFREMER,SOLO float,March,Indian Ocean
argo_000436.nc,2021-03-12,-35.27040458632742,64.63439532729527,I,520343,AOML,2021-03-12,141743,10,"AOML, USA",CSIRO,Teledyne Webb Research float,March,Pacific Ocean
argo_000437.nc,2021-03-13,13.420903853873156,96.37446101893174,P,236213,IFREMER,2021-03-13,754481,34,"IFREMER, France",IFREMER,SOLO float,March,Atlantic Ocean
argo_000438.nc,2021-03-14,5.905744765172251,56.14827616983587,P,653172,IFREMER,2021-03-14,270948,36,"JAMSTEC, Japan",JAMSTEC,SOLO float,March,Pacific Ocean
argo_000439.nc,2021-03-15,-34.71232925827651,93.87459466599338,A,364852,IFREMER,2021-03-15,993877,25,"AOML, USA",IFREMER,APEX float,March,Atlantic Ocean
argo_000440.nc,2021-03-16,-34.48554858446253,117.59296368858163,P,904807,IFREMER,2021-03-16,120323,6,"JAMSTEC, Japan",AOML,APEX float,March,Indian Ocean
argo_000441.nc,2021-03-17,24.131572602576398,47.51205726315347,P,639376,JAMSTEC,2021-03-17,623293,24,"AOML, USA",CSIRO,SOLO float,March,Indian Ocean
argo_000442.nc,2021-03-18,-15.672398275852178,93.8081694580101,I,419759,JAMSTEC,2021-03-18,378572,18,"JAMSTEC, Japan",IFREMER,ARVOR float,March,Indian Ocean
argo_000443.nc,2021-03-19,-15.90826044065209,75.50001754436569,I,472282,CSIRO,2021-03-19,658866,87,"IFREMER, France",AOML,ARVOR float,March,Indian Ocean
argo_000444.nc,2021-03-20,12.831971871737665,109.45138035020042,I,800406,JAMSTEC,2021-03-20,710774,6,"CSIRO, Australia",IFREMER,ARVOR float,March,Atlantic Ocean
argo_000445.nc,2021-03-21,21.571157529950817,54.17198315579087,I,372158,CSIRO,2021-03-21,601793,29,"IFREMER, France",CSIRO,APEX float,March,Pacific Ocean
argo_000446.nc,2021-03-22,24.090069148486606,95.41007617809316,I,819785,CSIRO,2021-03-22,426284,25,"AOML, USA",IFREMER,APEX float,March,Indian Ocean
argo_000447.nc,2021-03-23,8.969582041831202,107.04922317184882,I,496489,IFREMER,2021-03-23,881738,55,"IFREMER, France",JAMSTEC,SOLO float,March,Atlantic Ocean
argo_000448.nc,2021-03-24,-15.543126940490474,115.56913755792186,I,802495,JAMSTEC,2021-03-24,731613,81,"CSIRO, Australia",IFREMER,Teledyne Webb Research float,March,Pacific Ocean
argo_000449.nc,2021-03-25,-34.57245341458653,94.65984226317167,A,464986,JAMSTEC,2021-03-25,970261,46,"IFREMER, France",AOML,APEX float,March,Indian Ocean
argo_000450.nc,2021-03-26,10.514549535283393,79.7739811206742,A,590238,CSIRO,2021-03-26,368508,24,"AOML, USA",IFREMER,SOLO float,March,Pacific Ocean
argo_000451.nc,2021-03-27,-3.7037237671726686,89.42777921609711,A,178077,CSIRO,2021-03-27,491011,75,"AOML, USA",AOML,SOLO float,March,Indian Ocean
argo_000452.nc,2021-03-28,-12.425569398946543,109.51239875829745,A,239784,AOML,2021-03-28,528565,26,"IFREMER, France",CSIRO,Teledyne Webb Research float,March,Pacific Ocean
argo_000453.nc,2021-03-29,18.91303503115784,85.64877973110637,I,305776,AOML,2021-03-29,756051,98,"CSIRO, Australia",IFREMER,ARVOR float,March,Pacific Ocean
argo_000454.nc,2021-03-30,-32.77216365010016,42.43096477574695,A,415018,CSIRO,2021-03-30,882259,28,"IFREMER, France",CSIRO,SOLO float,March,Indian Ocean
argo_000455.nc,2021-03-31,-7.9793682210941554,114.47589564055822,I,169087,AOML,2021-03-31,719886,3,"CSIRO, Australia",CSIRO,SOLO float,March,Atlantic Ocean
argo_000456.nc,2021-04-01,-39.26201309011776,95.1621400825249,A,898729,AOML,2021-04-01,821827,75,"JAMSTEC, Japan",IFREMER,SOLO float,April,Pacific Ocean
argo_000457.nc,2021-04-02,-9.537058270381792,94.12107086217972,P,864629,CSIRO,2021-04-02,276968,38,"CSIRO, Australia",AOML,ARVOR float,April,Indian Ocean
argo_000458.nc,2021-04-03,-36.340287080680575,57.254012191817374,A,913560,CSIRO,2021-04-03,157062,61,"JAMSTEC, Japan",CSIRO,ARVOR float,April,Pacific Ocean
argo_000459.nc,2021-04-04,-32.276835442575326,92.71083761861257,A,692656,JAMSTEC,2021-04-04,328338,78,"IFREMER, France",CSIRO,Teledyne Webb Research float,April,Pacific Ocean
argo_000460.nc,2021-04-05,-32.360793959488184,71.50915245233267,I,843859,CSIRO,2021-04-05,835122,51,"CSIRO, Australia",IFREMER,APEX float,April,Atlantic Ocean
